title,price,rating,category,scraping_date
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.7,4,Mystery,2026-03-31 14:30:24
The Nicomachean Ethics,36.34,1,Philosophy,2026-03-31 14:30:24
The Name of the Wind (The Kingkiller Chronicle #1),50.59,3,Default,2026-03-31 14:30:24
The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,1,Fantasy,2026-03-31 14:30:24
The Little Prince,45.42,2,Classics,2026-03-31 14:30:24
The Light of the Fireflies,54.43,1,Add a comment,2026-03-31 14:30:24
The Last Girl (The Dominion Trilogy #1),36.26,2,Science Fiction,2026-03-31 14:30:24
The Iliad,16.16,1,Add a comment,2026-03-31 14:30:24
The Hook Up (Game On #1),36.29,5,New Adult,2026-03-31 14:30:24
The Haters,27.89,5,Young Adult,2026-03-31 14:30:24
The Girl You Lost,12.29,5,Mystery,2026-03-31 14:30:24
The Girl In The Ice (DCI Erika Foster #1),15.85,3,Mystery,2026-03-31 14:30:24
The End of the Jesus Era (An Investigation #1),14.4,1,Nonfiction,2026-03-31 14:30:24
The Edge of Reason (Bridget Jones #2),19.18,4,Womens Fiction,2026-03-31 14:30:24
The Complete Maus (Maus #1-2),10.64,3,Sequential Art,2026-03-31 14:30:24
The Communist Manifesto,14.76,3,Add a comment,2026-03-31 14:30:24
The Bhagavad Gita,57.49,3,Religion,2026-03-31 14:30:24
The Bette Davis Club,30.66,3,Fiction,2026-03-31 14:30:24
The Art of Not Breathing,40.83,4,Young Adult,2026-03-31 14:30:24
Taking Shots (Assassins #1),18.88,2,Default,2026-03-31 14:30:24
Starlark,25.83,3,Historical Fiction,2026-03-31 14:30:24
"Skip Beat!, Vol. 01 (Skip Beat! #1)",42.12,3,Sequential Art,2026-03-31 14:30:24
Sister Sable (The Mad Queen #1),13.33,3,Fantasy,2026-03-31 14:30:24
Shatter Me (Shatter Me #1),42.4,1,Default,2026-03-31 14:30:24
Shameless,58.35,3,New Adult,2026-03-31 14:30:24
Shadow Rites (Jane Yellowrock #10),21.72,4,Fantasy,2026-03-31 14:30:24
Settling the Score (The Summer Games #1),44.91,2,Sports and Games,2026-03-31 14:30:24
Sense and Sensibility,37.46,1,Classics,2026-03-31 14:30:24
"Saga, Volume 1 (Saga (Collected Editions) #1)",28.48,1,Sequential Art,2026-03-31 14:30:24
"Rhythm, Chord & Malykhin",28.34,2,Romance,2026-03-31 14:30:24
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",46.96,5,Sequential Art,2026-03-31 14:30:24
Paradise Lost (Paradise #1),24.96,1,Default,2026-03-31 14:30:24
"Paper Girls, Vol. 1 (Paper Girls #1-5)",21.71,4,Sequential Art,2026-03-31 14:30:24
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",29.87,3,Sequential Art,2026-03-31 14:30:24
Origins (Alphas 0.5),28.99,1,Fantasy,2026-03-31 14:30:24
One Second (Seven #7),52.94,2,Fantasy,2026-03-31 14:30:24
On the Road (Duluoz Legend),32.36,3,Default,2026-03-31 14:30:24
Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,2,Music,2026-03-31 14:30:24
Off Sides (Off #1),39.45,5,New Adult,2026-03-31 14:30:24
Of Mice and Men,47.11,2,Classics,2026-03-31 14:30:24
Myriad (Prentor #1),58.75,4,Fantasy,2026-03-31 14:30:24
My Perfect Mistake (Over the Top #1),38.92,2,Romance,2026-03-31 14:30:24
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",39.39,4,Sequential Art,2026-03-31 14:30:24
Meditations,25.89,2,Philosophy,2026-03-31 14:30:24
Matilda,28.34,1,Childrens,2026-03-31 14:30:24
Lost Among the Living,27.7,4,Historical Fiction,2026-03-31 14:30:24
Lord of the Flies,24.89,3,Add a comment,2026-03-31 14:30:24
Listen to Me (Fusion #1),58.99,3,Romance,2026-03-31 14:30:24
Kitchens of the Great Midwest,57.2,5,Fiction,2026-03-31 14:30:24
Jane Eyre,38.43,5,Default,2026-03-31 14:30:24
Imperfect Harmony,34.74,4,Romance,2026-03-31 14:30:24
Icing (Aces Hockey #2),40.44,4,Sports and Games,2026-03-31 14:30:24
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",45.24,3,Sequential Art,2026-03-31 14:30:24
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,4,Science Fiction,2026-03-31 14:30:24
"Giant Days, Vol. 1 (Giant Days #1-4)",56.76,4,Sequential Art,2026-03-31 14:30:24
"Fruits Basket, Vol. 1 (Fruits Basket #1)",40.28,5,Sequential Art,2026-03-31 14:30:24
Frankenstein,38.0,2,Default,2026-03-31 14:30:24
Forever Rockers (The Rocker #12),28.8,3,Music,2026-03-31 14:30:24
Fighting Fate (Fighting #6),39.24,3,Romance,2026-03-31 14:30:24
Emma,32.93,2,Classics,2026-03-31 14:30:24
"Eat, Pray, Love",51.32,3,Nonfiction,2026-03-31 14:30:24
Deep Under (Walker Security #1),47.09,5,Romance,2026-03-31 14:30:24
Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,4,Religion,2026-03-31 14:30:24
Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,3,Childrens,2026-03-31 14:30:24
Charity's Cross (Charles Towne Belles #4),41.24,1,Romance,2026-03-31 14:30:24
Bright Lines,39.07,5,Fiction,2026-03-31 14:30:24
Bridget Jones's Diary (Bridget Jones #1),29.82,1,Womens Fiction,2026-03-31 14:30:24
Bounty (Colorado Mountain #7),37.26,4,Romance,2026-03-31 14:30:24
Blood Defense (Samantha Brinkman #1),20.3,3,Mystery,2026-03-31 14:30:24
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",34.65,5,Sequential Art,2026-03-31 14:30:24
Beyond Good and Evil,43.38,1,Philosophy,2026-03-31 14:30:24
Alice in Wonderland (Alice's Adventures in Wonderland #1),55.53,1,Classics,2026-03-31 14:30:24
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",57.06,4,Sequential Art,2026-03-31 14:30:24
A Spy's Devotion (The Regency Spies of London #1),16.97,5,Historical Fiction,2026-03-31 14:30:24
1st to Die (Women's Murder Club #1),53.98,1,Mystery,2026-03-31 14:30:24
"1,000 Places to See Before You Die",26.08,5,Travel,2026-03-31 14:30:24
